Cloud Application Developer (New/Recent Graduate),BMO Financial Group,2022-03-10,https://ca.linkedin.com/jobs/view/cloud-application-developer-new-recent-graduate-at-bmo-financial-group-2964519929?refId=lbc9p39jJNORA%2Bebr%2Fv8wg%3D%3D&trackingId=n3SZ2ASZpjwDRlpV9zpdFA%3D%3D&position=1&pageNum=0&trk=public_jobs_jserp-result_search-card,"Address

YSC - 2 Sheppard Avenue East

Job Family Group

Technology

Understands that the success of a developer is to understand the core business processes of the business unit and business requirements as well as the architecture patterns and technology strategy (e.g., Transformation, SmartCore, DevOps). Conceive and write detailed software implementations/code while ensuring that their code/configurations adhere to the security, logging, error handling, and performance standards and non-functional requirements. Writes, configures, and integrates code to create the software that aligns with architecture patterns and technology strategy. Understands the implications of various components (including technology strategy & architecture) to the overall design of a program, system, or eco-system. Evaluates new technologies for fit with the program/system/eco-system and the associated upstream and downstream impacts on process, data, risk (e.g., security). Works toward the objective of defect free software. Ensures that systems functionally meet requirements, align with architecture and promote the development of common assets. Supports the resolution of production issues and problems. Makes recommendations to improve BMO processes & systems.


Supports research and development of development frameworks, and definition of standards.
Leads and implements initiatives as required to deliver business objectives.
Conducts independent analysis and assessment to resolve strategic issues.
Builds effective relationships with internal/external stakeholders and ensures alignment.
Monitors and tracks performance, and addresses any issues.
Reviews the work of other team members as required.
Provides input into the planning and implementation of operational programs.
Decomposes business requirements and translates them into detailed design specifications and code.
Interacts with key business & technology stakeholders to define, analyze, and deliver requirements that reflect the needs of both the business and end-customers.
Assesses the costs and benefits for different solutions and recommend/decide on appropriate designs.
Designs solutions, writes code, performs unit testing, develops appropriate artefacts / documentation, and facilitates final delivery.
Supports production issues, includes independently completing root-cause analysis and diagnosis.
Devises new algorithms and data structures for target environment and platform attributes in alignment with architectural patterns.
Builds solutions that are supportable, scalable and achieve our aspiration of common assets.
Recommends or automates approaches to streamline and integrate technological processes and/or systems to improve operational efficiency and effectiveness.
Supports the management of specific project deliverables & outcomes.
Identifies opportunities to strengthen the development capability, such as: sharing expertise to promote technical development, mentoring employees, building communities of practice and networks.
Stays abreast of industry technical and business trends through participation in professional associations, practice communities & individual learning.
Focus is primarily on business/group within BMO; may have broader, enterprise-wide focus.
Exercises judgment to identify, diagnose, and solve problems within given rules.
Works independently on a range of complex tasks, which may include unique situations.
Broader work or accountabilities may be assigned as needed. Qualifications:
Typically 1-3 years of work experience in IT or business environment and/or B.S./B.A. in computer science, engineering, information systems, math or business
Proficient level of knowledge in domain.
Knowledge of software development practices, concepts, and technology obtained through formal training and/or work experience.
Knowledge of required programming languages and can code with little oversight.
Knowledge of technical/business environment and processes.
Understand functional aspects and technical behavior of the underlying operating system, development environment, and deployment practices.
Have facility with and understanding of the ecosystem that code operates in.
Technical proficiency gained through education and/or business experience.
Verbal & written communication skills - In-depth.
Collaboration & team skills - In-depth.
Analytical and problem solving skills - In-depth.
Influence skills - In-depth.
Data driven decision making - In-depth.

We’re here to help

At BMO we are driven by a shared Purpose: Boldly Grow the Good in business and life. It calls on us to create lasting, positive change for our customers, our communities and our people. By working together, innovating and pushing boundaries, we transform lives and businesses, and power economic growth around the world.

As a member of the BMO team you are valued, respected and heard, and you have more ways to grow and make an impact. We strive to help you make an impact from day one – for yourself and our customers. We’ll support you with the tools and resources you need to reach new milestones, as you help our customers reach theirs. From in-depth training and coaching, to manager support and network-building opportunities, we’ll help you gain valuable experience, and broaden your skillset.

To find out more visit us at https://jobs.bmo.com/ca/en.

BMO is committed to an inclusive, equitable and accessible workplace. By learning from each other’s differences, we gain strength through our people and our perspectives. Accommodations are available on request for candidates taking part in all aspects of the selection process. To request accommodation, please contact your recruiter.
Show more Show less"
Software Developer,OpenText,2022-03-10,https://ca.linkedin.com/jobs/view/software-developer-at-opentext-2964761241?refId=lbc9p39jJNORA%2Bebr%2Fv8wg%3D%3D&trackingId=WOCM7J5wxzw2vZHJTOcHxQ%3D%3D&position=2&pageNum=0&trk=public_jobs_jserp-result_search-card,"As the Information Company, our mission at OpenText is to create software solutions and deliver services that redefine the future of digital. Be part of a winning team that leads the way in Enterprise Information Management.

Our team is responsible for search functionality in a range of product offerings both in the cloud and on prem.

Our team is looking for additional team member to participate as an implementer gaining and applying valuable skills in automation, devops and development.

https://careers.opentext.com/job/Waterloo-Software-Engineer-ON/557444317/

Show more Show less"
Junior Software Engineer,Audioptics Medical Inc.,2022-03-09,https://ca.linkedin.com/jobs/view/junior-software-engineer-at-audioptics-medical-inc-2948673359?refId=lbc9p39jJNORA%2Bebr%2Fv8wg%3D%3D&trackingId=wzPXpFEmmTsuL7YoT1mXeA%3D%3D&position=3&pageNum=0&trk=public_jobs_jserp-result_search-card,"About Us

Audioptics Medical is a medical imaging device OEM developing a non-invasive diagnostic imaging technology for imaging the middle ear. Our mission is to provide ear surgeons with a better ability to diagnose conductive hearing loss and to anticipate what they are going to encounter in the operating room and, in doing so, dramatically reduce the number of exploratory surgeries they perform.




We are developing custom hardware, firmware, and software, to power our flagship product, the Ossiview Middle Ear Imaging System (www.audiopticsmedical.com). Audioptics runs a lean development team and seeks technical team members with diverse skillsets that can contribute on multiple fronts.




Perks

Besides working with our amazing team, we offer a few other perks!

We encourage a healthy work/life balance
Company-paid extended healthcare benefits
Option to participate in our employee stock option plan
Paid annual vacation and sick leave
Regular team building events and workshops




About You

We are looking for a dedicated, highly motivated C++ Software Application Developer whose skills and personality will strengthen our software development team and compliment our company culture. You are motivated, a strong team player, not afraid to take initiative, and you take pride in the work you do.




Job Description

The C++ Software Application Developer will contribute to the design, implementation, and testing of the software user interface that runs the Ossiview Middle Ear Imaging system. The ideal candidate is someone who wants to take on an integral role in the software team, with a diverse set of responsibilities that include:

UI mock-up
implementation
verification testing
documentation
user testing

The successful candidate will play a vital role in communicating with users and will use their feedback to refine the user experience for the best possible functionality and user satisfaction.  




Relevant Skills

1.      Experience with:

Modern C++ (C++17 and up)
Python
Qt
SOLID principles and Design Patterns
Object-Oriented design
Test- driven development methodologies

2.      Experience creating and modifying resources necessary for UI/UX experience

3.      Demonstrated knowledge of relational database design in MySQL and/or SQLite

4.      Familiarity with AWS/cloud storage technologies

 

Qualifications and Skills

Bachelor’s Degree in Computer Science -or- Bachelor of Engineering in Electrical or Computer Engineering




New graduates welcome to apply!




Preference will be given to applicants who can start immediately.

 

Show more Show less"
Cloud Infrastructure Developer (AWS),Poka Inc.,2022-03-10,https://ca.linkedin.com/jobs/view/cloud-infrastructure-developer-aws-at-poka-inc-2964777380?refId=lbc9p39jJNORA%2Bebr%2Fv8wg%3D%3D&trackingId=cqIb0nFDNIHSQmnm75604Q%3D%3D&position=4&pageNum=0&trk=public_jobs_jserp-result_search-card,"Poka is a young and dynamic company that offers great opportunities for personal and professional growth. In collaboration with his/her peers, the Cloud Developer will be responsible for creating, enhancing and maintaining the technological services and infrastructures that allow Poka to offer a quality product to its customers. Whether it's using technologies like AWS, Cloud Development Kit (CDK) or a variety of SaaS products, the team is always on the lookout to use only the best of the best. You will need to be open-minded and versatile to meet the demands of the industry. You will be directly involved in the success of this high potential company.

Join the Infrastructure team

Poka is a SaaS company that has adopted a Cloud First model from the start. In collaboration with your peers and mentor, you will join a team that is driven by innovation and will give you the opportunity to share your ideas and put them into practice quickly. In addition, your tasks will be primarily development focused, rather than operational, allowing you to have hands-on experience in a real cloud infrastructure team.

You will be responsible for:

Create, enhance and maintain Cloud infrastructure;
Collaborate with the various development teams (backend, frontend, iOS, Data, etc.);
Participate in the evolution of the technological environment based on recent innovations;
Be part of a work environment where your creative ideas will be considered;
Participate in different projects that will not allow routine to set in;
Solve problems of scalability, reliability, security, etc;
Implement the latest AWS technologies;
Any other related tasks


Tech environment:

AWS
Infrastructure-as-Code (CloudFormation, CDK, etc)
Python
Typescript
CI/CD
Serverless
Docker
SaaS
Github
LaunchDarkly


What you bring to the table:

AEC, DEC or BAC in a field of study related to the position;
Minimum of 2 years of relevant experience. Whether you are a junior, intermediate or senior, we are looking for the right fit!
Excellent French, both spoken and written;
Experience with ""Move Fast; Break Things"" development;
Experience with the AWS environment;
Experience with collaborative development;
Experience with at least one modern programming language (Python is a plus);
Experience with IaC (infrastructure-as-code);
Knowledge of DevOps;
Knowledge of Agile/Scrum.


What we offer:

Dynamic and collaborative work environment;
Generous vacation policy upon arrival;
100% remote with access to our offices in Quebec City and Montreal if you want to;
Flextime and Flexible Fridays;
Group insurance (life, health, travel and disability insurance, prescription drug coverage, dental and more) paid in half by the employer;
Telemedicine service with Dialogue;
MacBook Pro and $750 allowance for your home office upon hire;
Tasty snacks (Fresh fruits, snacks, coffees, teas, etc.);
Referral program;
Whatever you need to keep learning and evolve professionally;
Rapid evolution in your role. Your responsibilities will not be limited!


Who we are:

Poka is an innovative application built for manufacturers to empower frontline workers to learn, solve problems and collaborate continuously from the factory floor - imagine Facebook and YouTube combined and designed for factory workers. Poka is trusted by some of the largest and most recognized global brands including Danone, Bosch, Kraft, and Johnson & Johnson. Poka has been highlighted by Gartner in three consecutive Hype Cycles as one of only ten solution providers in the Connected Worker category.

Want to learn more about our culture? Click HERE.

Qui nous sommes:

Poka est une application innovante conçue pour les fabricants afin de permettre aux travailleurs de première ligne d'apprendre, de résoudre des problèmes et de collaborer en permanence depuis l'usine - imaginez Facebook et YouTube combinés et conçus pour les travailleurs d'usine. Certaines des marques mondiales les plus importantes et les plus reconnues, dont Danone, Bosch, Kraft et Johnson & Johnson, font confiance à Poka. Poka a été mis en avant par Gartner dans trois Hype Cycles consécutifs comme l'un des dix seuls fournisseurs de solutions dans la catégorie des travailleurs connectés.

Tu veux en savoir sur notre culture? Clique ICI.
Show more Show less"
Cloud Engineer,Royal Cyber Inc.,2022-03-10,https://ca.linkedin.com/jobs/view/cloud-engineer-at-royal-cyber-inc-2964767298?refId=lbc9p39jJNORA%2Bebr%2Fv8wg%3D%3D&trackingId=W1kNlXa1h1g5DY90Cc833w%3D%3D&position=5&pageNum=0&trk=public_jobs_jserp-result_search-card,"Looking for Sr. Developer Analyst (Cloud)

Experience: 7+ years

Location - Toronto, Vancouver, Montreal, Edmonton, Calgary.




Strong experience with Docker and Kubernetes container platforms like Google GKE, Amazon EKS, Redhat Openshift
Development experience in Java, Python, NodeJS, Go, etc.
Hands on working knowledge of Terraform
Experience with Github based workflows - Pull Requests, Github Actions
Front-end experience with Javascript, React.js or similar
Back-end experience with Rest API's
Experience with NoSQL or document databases
Have used Ansible, Puppet, Chef or other CM tools
You can write automated tests for your preferred language
Assisted and mentored junior team members in solving technical issues
Experience working in an Agile delivery environment




Good to have




Experience with GitOps
Experience with load balancers – F5, Google iLB
Any type of Google Cloud certification
Show more Show less"
Cloud Engineer,Layer2 Financial,2022-03-03,https://ca.linkedin.com/jobs/view/cloud-engineer-at-layer2-financial-2944092461?refId=lbc9p39jJNORA%2Bebr%2Fv8wg%3D%3D&trackingId=72tTbq7CUTQYL34we2JFMQ%3D%3D&position=6&pageNum=0&trk=public_jobs_jserp-result_search-card,"As a member of our team you will:
Work with cutting edge infrastructure tools like Docker, Kubernetes, Terraform, Helm, and Linkerd
Accelerate development across the company with faster, safer, and more frequent deploys
Meaningfully improve developer happiness and productivity across the company with better development tools and workflows
Contribute directly to the bottom line with cost savings initiatives and optimizations
Catch errors and performance issues early with automated monitoring and alerting
Maintain and improve security across our infrastructure including firewall rules, access control, audit logging, and disaster recovery.
Our Stack:
Amazon Web Services
Kubernetes (Elastic Kubernetes Service)
Infrastructure as Code in Terraform and Helm
Cockroach DB for storage
Github for version control and CI/CD
Python, Bash, and Docker for local development workflows and CI/CD jobs
Tens of containerized microservices running our application code, written in Java + SpringBoot
About You:
You have 4+ years experience in a devops or infrastructure role. Software dev experience overall would be a plus
You have experience and comfort with POSIX-based operating systems
You have experience with operating a Kubernetes cluster in production
You have experience with Infrastructure as Code tools such as Helm and Terraform or their substitutes
You understand how networked services in the cloud work: VPC, IP, TCP, DNS, HTTP, etc.
You abhor repetitive manual processes and are excited to automate them away
You have a sixth sense for spotting waste (in money, time, CPU cycles) and eliminating it
You learn quickly, regardless of the languages and technologies used
You are a strong communicator
Show more Show less"
Junior Software Engineer,Arista Networks,2022-03-07,https://ca.linkedin.com/jobs/view/junior-software-engineer-at-arista-networks-2954217855?refId=lbc9p39jJNORA%2Bebr%2Fv8wg%3D%3D&trackingId=gvV5X7qBPJDLEfnzOpAn%2Fw%3D%3D&position=7&pageNum=0&trk=public_jobs_jserp-result_search-card,"Arista Networks is looking for world-class software engineers to join our Extensible Operating System (EOS) software development team. As a core member of the EOS team, you will be part of a fast-paced, high caliber team-building features to run the world's largest data center networks. Your software will be a key component of Arista's EOS, Arista's unique, Linux-based network operating system that runs on all of Arista's data center networking products.



The EOS team is responsible for all aspects of the development and delivery of software meant to run on the various Arista switches. You will work with your fellow engineers to understand functional and technical requirements for upcoming projects. You will help write functional specifications, design specifications, test plans, and the code to bring all of these to life. You will also work with customers to triage and fix problems in their networks. Internally, you will develop automated tests for your software, monitor the execution of those tests, and triage and fix problems found by your tests. At Arista, you will own your projects from definition to deployment, and you will be responsible for the quality of everything you deliver.



This role demands strong software engineering fundamentals, and a good understanding of networking including capabilities like L2, L3, and fundamentals of commercial switching HW. Your role will not be limited to a single aspect of EOS at Arista, but cover all aspects of EOS.



Responsibilities:



Write functional specifications and design specifications for features related to forwarding traffic on the internet and cloud data centers.
Implement solutions to small-sized problems in our EOS software, using the C, C++, and python programming languages.
Write test plan specifications for small-sized features in EOS, and implement automated test programs to execute the cases described in the test plan.
Debug problems found by our automated test programs and fix the problems. 
Work on a team implementing, testing, and debugging solutions to larger routing protocol problems.
Work with the System Test Engineers to analyze problems found in their tests and provide fixes for those problems.
Review and contribute to the specifications and implementations written by other team members.
Help to create a schedule for the implementation and debugging tasks, update that schedule weekly, and report it to the project lead


Qualifications


BS Computer Science/Electrical Engineering/Computer Engineering + 2 years experience, or MS Computer Science/Electrical Engineering/Computer Engineering, or equivalent work experience
Knowledge of C, C++, and/or python
Knowledge of UNIX or Linux
Understanding of networking including at least one of the following areas is desirable:
IP routing protocols, such as RIP, OSPF, BGP, IS-IS, or PIM
Layer 2 features such as 802.1d bridging, the 802.1d Spanning Tree Protocol, the 802.1ax Link Aggregation Control Protocol, the 802.1AB Link Layer Discovery Protocol, or RFC 1812 IP routing.
Ability to utilize, test, and debug packet forwarding engine and a hardware component’s vendor provided software libraries in your solutions.
Infrastructure functions related to distributed systems such as messaging, signalling, databases, and command line interface techniques.
Hands on experience in the design and development of ethernet bridging or routing related software or distributed systems software is desirable.
Applied understanding of software engineering principles
Strong problem solving and software troubleshooting skills.
Ability to design a solution to a small-sized problem, and implement that solution without outside help. Able to work on a small team solving a medium-sized problem with limited oversight.


Additional Information



All your information will be kept confidential according to EEO guidelines.



Show more Show less"
"Software Engineer, StorageGRID - Remote",NetApp,2022-03-08,https://ca.linkedin.com/jobs/view/software-engineer-storagegrid-remote-at-netapp-2946256722?refId=lbc9p39jJNORA%2Bebr%2Fv8wg%3D%3D&trackingId=zB8NFMUEa9Lg5hFwjpXmqg%3D%3D&position=8&pageNum=0&trk=public_jobs_jserp-result_search-card,"*Position can be remote, west coast time zone preferred*




Job Summary

Picture yourself working with the world’s best employees. Join the StorageGRID team at NetApp and become a part of Glassdoor’s 2019 Best Places to Work.




NetApp's Vancouver Technology Center is pioneering the development of StorageGRID object storage, cloud compatible software handling the exponential growth in big data. This is your chance to work alongside a group of talented developers, impart your vision, and rapidly launch the latest cloud storage software. If you have mastered your current technology, language, or development environments, we know you will fit in with our team. So, picture yourself working with the world’s best employees. Join the StorageGRID team at NetApp and become a part of one of the top 30 Best Multinational Workplaces in the world as ranked by the Great Place to Work Institute.




As a Software Engineer, you will work as part of the development team responsible for delivering an enterprise class NetApp software product. You will help deliver reliable, innovative storage and data management products. Your incredible ability to analyze problems and apply to proper logic and methods will create opportunities to contribute clean code. Naturally, you are as comfortable using new tools and solving new problems as you are improving productivity by refactoring and improving existing tools and workflows.




We are true believers of Agile development and have been on the journey for many years. Continuous integration, TDD, and pair programming occur everywhere. Since you maintain supreme levels of communications with your peers, we won’t inundate you with process and documentation.




Outside of building software, NetApp strives to keep employees healthy and engaged. We hold weekly yoga sessions just to balance out the donuts. Relax during your break in our gaming lounge with craft beer on tap or join one of our foosball competitions. We celebrate everything from Diwali and Lunar New Year to pie day and Star Wars Day so be prepared for plenty of food and beverages. Our employee clubs will let you hone your coffee making and tasting skills. Give back to your community with 40 hours of company-paid volunteering events like the food bank and blood drives. If you want to ship an awesome product, but above all, want to be an integral part of the team that makes this happens, please contact us.




Throughout the world, leading organizations count on NetApp to manage and store their data. From the edge of the universe with CERN’s Large Hadron Collider, to the edge of human endurance in Formula One auto racing, we help our customers do things they couldn’t before—at speeds you never thought possible




Job Requirements

-As a software engineer you would participate in product design, development, verification, troubleshooting, and delivery of a system or major subsystems. This position requires an individual to be creative, team-oriented, technology savvy, driven to produce results and demonstrates the ability to take a cross-team leadership role.

-Experience with multiple programming languages is a benefit but there is also room to improve your skills.

-Experience engineers have a level of proficiency in: C, C++, Golang and/or Python

Projects, experiences, or coursework related to areas such as: Operating Systems, Computer -Architecture, Multi-Threading, Data Structures & Algorithms

-Proven aptitude for learning new technologies

-Creative and analytical approach problem solving skills

-Strong oral and written communication is necessary for success

-Ability to work on a diverse team or with a diverse range of people.




Education

-3-5 years related experience required.

-5-8 years related experience preferred.

-A Bachelor of Science or Masters degree in Electrical Engineering, or Computer Science or related technical discipline; or equivalent experience is required.

Show more Show less"
